NAMEID,Birth,Variable,COU,Country,Year,Value
SYC,Seychelles,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
SYC,Seychelles,Outflows of foreign population by nationality,NOR,Norway,2012,0
SYC,Seychelles,Outflows of foreign population by nationality,ESP,Spain,2012,3
SYC,Seychelles,Outflows of foreign population by nationality,SWE,Sweden,2012,0
SYC,Seychelles,Outflows of foreign population by nationality,CHE,Switzerland,2012,3
SLE,Sierra Leone,Outflows of foreign population by nationality,AUS,Australia,2012,21
SLE,Sierra Leone,Outflows of foreign population by nationality,AUT,Austria,2012,31
SLE,Sierra Leone,Outflows of foreign population by nationality,DNK,Denmark,2012,7
SLE,Sierra Leone,Outflows of foreign population by nationality,FIN,Finland,2012,1
SLE,Sierra Leone,Outflows of foreign population by nationality,DEU,Germany,2012,135
SLE,Sierra Leone,Outflows of foreign population by nationality,HUN,Hungary,2012,0
SLE,Sierra Leone,Outflows of foreign population by nationality,ISL,Iceland,2012,0
SLE,Sierra Leone,Outflows of foreign population by nationality,ITA,Italy,2012,5
SLE,Sierra Leone,Outflows of foreign population by nationality,JPN,Japan,2012,51
SLE,Sierra Leone,Outflows of foreign population by nationality,KOR,Korea,2012,2
SLE,Sierra Leone,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
SLE,Sierra Leone,Outflows of foreign population by nationality,NLD,Netherlands,2012,9
SLE,Sierra Leone,Outflows of foreign population by nationality,NZL,New Zealand,2012,2
SLE,Sierra Leone,Outflows of foreign population by nationality,NOR,Norway,2012,5
SLE,Sierra Leone,Outflows of foreign population by nationality,ESP,Spain,2012,41
SLE,Sierra Leone,Outflows of foreign population by nationality,SWE,Sweden,2012,4
SLE,Sierra Leone,Outflows of foreign population by nationality,CHE,Switzerland,2012,3
SGP,Singapore,Outflows of foreign population by nationality,AUS,Australia,2012,386
SGP,Singapore,Outflows of foreign population by nationality,AUT,Austria,2012,36
SGP,Singapore,Outflows of foreign population by nationality,DNK,Denmark,2012,123
SGP,Singapore,Outflows of foreign population by nationality,FIN,Finland,2012,11
SGP,Singapore,Outflows of foreign population by nationality,DEU,Germany,2012,374
SGP,Singapore,Outflows of foreign population by nationality,HUN,Hungary,2012,0
SGP,Singapore,Outflows of foreign population by nationality,ISL,Iceland,2012,0
SGP,Singapore,Outflows of foreign population by nationality,ITA,Italy,2012,11
SGP,Singapore,Outflows of foreign population by nationality,JPN,Japan,2012,357
SGP,Singapore,Outflows of foreign population by nationality,KOR,Korea,2012,493
SGP,Singapore,Outflows of foreign population by nationality,LUX,Luxembourg,2012,2
SGP,Singapore,Outflows of foreign population by nationality,NLD,Netherlands,2012,187
SGP,Singapore,Outflows of foreign population by nationality,NZL,New Zealand,2012,96
SGP,Singapore,Outflows of foreign population by nationality,NOR,Norway,2012,35
SGP,Singapore,Outflows of foreign population by nationality,ESP,Spain,2012,22
SGP,Singapore,Outflows of foreign population by nationality,SWE,Sweden,2012,122
SGP,Singapore,Outflows of foreign population by nationality,CHE,Switzerland,2012,160
SGP,Singapore,Outflows of foreign population by nationality,GBR,United Kingdom,2012,1000
SVK,Slovak Republic,Outflows of foreign population by nationality,AUS,Australia,2012,58
SVK,Slovak Republic,Outflows of foreign population by nationality,AUT,Austria,2012,3538
SVK,Slovak Republic,Outflows of foreign population by nationality,BEL,Belgium,2012,594
SVK,Slovak Republic,Outflows of foreign population by nationality,CZE,Czech Republic,2012,866
SVK,Slovak Republic,Outflows of foreign population by nationality,DNK,Denmark,2012,231
SVK,Slovak Republic,Outflows of foreign population by nationality,FIN,Finland,2012,8
SVK,Slovak Republic,Outflows of foreign population by nationality,DEU,Germany,2012,8717
SVK,Slovak Republic,Outflows of foreign population by nationality,HUN,Hungary,2012,405
SVK,Slovak Republic,Outflows of foreign population by nationality,ISL,Iceland,2012,39
SVK,Slovak Republic,Outflows of foreign population by nationality,ITA,Italy,2012,309
SVK,Slovak Republic,Outflows of foreign population by nationality,JPN,Japan,2012,290
SVK,Slovak Republic,Outflows of foreign population by nationality,KOR,Korea,2012,30
SVK,Slovak Republic,Outflows of foreign population by nationality,LUX,Luxembourg,2012,50
SVK,Slovak Republic,Outflows of foreign population by nationality,NLD,Netherlands,2012,875
SVK,Slovak Republic,Outflows of foreign population by nationality,NZL,New Zealand,2012,13
SVK,Slovak Republic,Outflows of foreign population by nationality,NOR,Norway,2012,133
SVK,Slovak Republic,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1.923
SVK,Slovak Republic,Outflows of foreign population by nationality,ESP,Spain,2012,438
SVK,Slovak Republic,Outflows of foreign population by nationality,SWE,Sweden,2012,82
SVK,Slovak Republic,Outflows of foreign population by nationality,CHE,Switzerland,2012,447
SVK,Slovak Republic,Outflows of foreign population by nationality,SVN,Slovenia,2012,44
SVN,Slovenia,Outflows of foreign population by nationality,AUS,Australia,2012,29
SVN,Slovenia,Outflows of foreign population by nationality,AUT,Austria,2012,908
SVN,Slovenia,Outflows of foreign population by nationality,DNK,Denmark,2012,61
SVN,Slovenia,Outflows of foreign population by nationality,FIN,Finland,2012,3
SVN,Slovenia,Outflows of foreign population by nationality,DEU,Germany,2012,2025
SVN,Slovenia,Outflows of foreign population by nationality,HUN,Hungary,2012,7
SVN,Slovenia,Outflows of foreign population by nationality,ISL,Iceland,2012,6
SVN,Slovenia,Outflows of foreign population by nationality,ITA,Italy,2012,153
SVN,Slovenia,Outflows of foreign population by nationality,JPN,Japan,2012,61
SVN,Slovenia,Outflows of foreign population by nationality,KOR,Korea,2012,6
SVN,Slovenia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,22
SVN,Slovenia,Outflows of foreign population by nationality,NLD,Netherlands,2012,122
SVN,Slovenia,Outflows of foreign population by nationality,NZL,New Zealand,2012,20
SVN,Slovenia,Outflows of foreign population by nationality,NOR,Norway,2012,7
SVN,Slovenia,Outflows of foreign population by nationality,ESP,Spain,2012,56
SVN,Slovenia,Outflows of foreign population by nationality,SWE,Sweden,2012,26
SVN,Slovenia,Outflows of foreign population by nationality,CHE,Switzerland,2012,87
SLB,Solomon Islands,Outflows of foreign population by nationality,AUS,Australia,2012,14
SLB,Solomon Islands,Outflows of foreign population by nationality,AUT,Austria,2012,1
SLB,Solomon Islands,Outflows of foreign population by nationality,FIN,Finland,2012,0
SLB,Solomon Islands,Outflows of foreign population by nationality,DEU,Germany,2012,1
SLB,Solomon Islands,Outflows of foreign population by nationality,HUN,Hungary,2012,0
SLB,Solomon Islands,Outflows of foreign population by nationality,JPN,Japan,2012,79
SLB,Solomon Islands,Outflows of foreign population by nationality,KOR,Korea,2012,5
SLB,Solomon Islands,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
SLB,Solomon Islands,Outflows of foreign population by nationality,NZL,New Zealand,2012,44
SLB,Solomon Islands,Outflows of foreign population by nationality,NOR,Norway,2012,0
SLB,Solomon Islands,Outflows of foreign population by nationality,ESP,Spain,2012,0
SLB,Solomon Islands,Outflows of foreign population by nationality,SWE,Sweden,2012,0
SLB,Solomon Islands,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
SOM,Somalia,Outflows of foreign population by nationality,AUS,Australia,2012,138
SOM,Somalia,Outflows of foreign population by nationality,AUT,Austria,2012,118
SOM,Somalia,Outflows of foreign population by nationality,DNK,Denmark,2012,53
SOM,Somalia,Outflows of foreign population by nationality,FIN,Finland,2012,22
SOM,Somalia,Outflows of foreign population by nationality,DEU,Germany,2012,631
SOM,Somalia,Outflows of foreign population by nationality,HUN,Hungary,2012,0
SOM,Somalia,Outflows of foreign population by nationality,ISL,Iceland,2012,0
SOM,Somalia,Outflows of foreign population by nationality,ITA,Italy,2012,34
SOM,Somalia,Outflows of foreign population by nationality,JPN,Japan,2012,0
SOM,Somalia,Outflows of foreign population by nationality,KOR,Korea,2012,1
SOM,Somalia,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
SOM,Somalia,Outflows of foreign population by nationality,NLD,Netherlands,2012,7
SOM,Somalia,Outflows of foreign population by nationality,NOR,Norway,2012,213
SOM,Somalia,Outflows of foreign population by nationality,ESP,Spain,2012,30
SOM,Somalia,Outflows of foreign population by nationality,SWE,Sweden,2012,447
SOM,Somalia,Outflows of foreign population by nationality,CHE,Switzerland,2012,18
ZAF,South Africa,Outflows of foreign population by nationality,AUS,Australia,2012,913
ZAF,South Africa,Outflows of foreign population by nationality,AUT,Austria,2012,42
ZAF,South Africa,Outflows of foreign population by nationality,BEL,Belgium,2012,159
ZAF,South Africa,Outflows of foreign population by nationality,DNK,Denmark,2012,41
ZAF,South Africa,Outflows of foreign population by nationality,FIN,Finland,2012,10
ZAF,South Africa,Outflows of foreign population by nationality,DEU,Germany,2012,507
ZAF,South Africa,Outflows of foreign population by nationality,HUN,Hungary,2012,1
ZAF,South Africa,Outflows of foreign population by nationality,ISL,Iceland,2012,1
ZAF,South Africa,Outflows of foreign population by nationality,ITA,Italy,2012,8
ZAF,South Africa,Outflows of foreign population by nationality,JPN,Japan,2012,357
ZAF,South Africa,Outflows of foreign population by nationality,KOR,Korea,2012,792
ZAF,South Africa,Outflows of foreign population by nationality,LUX,Luxembourg,2012,14
ZAF,South Africa,Outflows of foreign population by nationality,NLD,Netherlands,2012,564
ZAF,South Africa,Outflows of foreign population by nationality,NZL,New Zealand,2012,503
ZAF,South Africa,Outflows of foreign population by nationality,NOR,Norway,2012,30
ZAF,South Africa,Outflows of foreign population by nationality,ESP,Spain,2012,82
ZAF,South Africa,Outflows of foreign population by nationality,SWE,Sweden,2012,48
ZAF,South Africa,Outflows of foreign population by nationality,CHE,Switzerland,2012,141
ZAF,South Africa,Outflows of foreign population by nationality,GBR,United Kingdom,2012,2000
ESP,Spain,Outflows of foreign population by nationality,SWE,Sweden,2012,366
ESP,Spain,Outflows of foreign population by nationality,CHE,Switzerland,2012,1943
ESP,Spain,Outflows of foreign population by nationality,GBR,United Kingdom,2012,6000
ESP,Spain,Outflows of foreign population by nationality,SVN,Slovenia,2012,6
ESP,Spain,Outflows of foreign population by nationality,NOR,Norway,2012,202
ESP,Spain,Outflows of foreign population by nationality,FIN,Finland,2012,43
ESP,Spain,Outflows of foreign population by nationality,LUX,Luxembourg,2012,166
ESP,Spain,Outflows of foreign population by nationality,NZL,New Zealand,2012,61
ESP,Spain,Outflows of foreign population by nationality,BEL,Belgium,2012,2415
ESP,Spain,Outflows of foreign population by nationality,KOR,Korea,2012,252
ESP,Spain,Outflows of foreign population by nationality,AUT,Austria,2012,720
ESP,Spain,Outflows of foreign population by nationality,NLD,Netherlands,2012,2958
ESP,Spain,Outflows of foreign population by nationality,AUS,Australia,2012,109
ESP,Spain,Outflows of foreign population by nationality,ISL,Iceland,2012,42
ESP,Spain,Outflows of foreign population by nationality,ITA,Italy,2012,340
ESP,Spain,Outflows of foreign population by nationality,CZE,Czech Republic,2012,7
ESP,Spain,Outflows of foreign population by nationality,HUN,Hungary,2012,49
ESP,Spain,Outflows of foreign population by nationality,JPN,Japan,2012,1079
ESP,Spain,Outflows of foreign population by nationality,DEU,Germany,2012,9601
ESP,Spain,Outflows of foreign population by nationality,DNK,Denmark,2012,792
LKA,Sri Lanka,Outflows of foreign population by nationality,AUS,Australia,2012,517
LKA,Sri Lanka,Outflows of foreign population by nationality,AUT,Austria,2012,19
LKA,Sri Lanka,Outflows of foreign population by nationality,DNK,Denmark,2012,28
LKA,Sri Lanka,Outflows of foreign population by nationality,FIN,Finland,2012,6
LKA,Sri Lanka,Outflows of foreign population by nationality,DEU,Germany,2012,554
LKA,Sri Lanka,Outflows of foreign population by nationality,HUN,Hungary,2012,0
LKA,Sri Lanka,Outflows of foreign population by nationality,ISL,Iceland,2012,3
LKA,Sri Lanka,Outflows of foreign population by nationality,ITA,Italy,2012,596
LKA,Sri Lanka,Outflows of foreign population by nationality,JPN,Japan,2012,798
LKA,Sri Lanka,Outflows of foreign population by nationality,KOR,Korea,2012,3819
LKA,Sri Lanka,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
LKA,Sri Lanka,Outflows of foreign population by nationality,NLD,Netherlands,2012,56
LKA,Sri Lanka,Outflows of foreign population by nationality,NZL,New Zealand,2012,102
LKA,Sri Lanka,Outflows of foreign population by nationality,NOR,Norway,2012,77
LKA,Sri Lanka,Outflows of foreign population by nationality,ESP,Spain,2012,27
LKA,Sri Lanka,Outflows of foreign population by nationality,SWE,Sweden,2012,41
LKA,Sri Lanka,Outflows of foreign population by nationality,CHE,Switzerland,2012,123
LKA,Sri Lanka,Outflows of foreign population by nationality,GBR,United Kingdom,2012,2000
YYY,Stateless,Outflows of foreign population by nationality,SWE,Sweden,2012,111
YYY,Stateless,Outflows of foreign population by nationality,FIN,Finland,2012,7
YYY,Stateless,Outflows of foreign population by nationality,LUX,Luxembourg,2012,2
YYY,Stateless,Outflows of foreign population by nationality,BEL,Belgium,2012,3
YYY,Stateless,Outflows of foreign population by nationality,ESP,Spain,2012,47
YYY,Stateless,Outflows of foreign population by nationality,AUT,Austria,2012,121
YYY,Stateless,Outflows of foreign population by nationality,CHE,Switzerland,2012,2
YYY,Stateless,Outflows of foreign population by nationality,HUN,Hungary,2012,0
YYY,Stateless,Outflows of foreign population by nationality,ITA,Italy,2012,5
YYY,Stateless,Outflows of foreign population by nationality,AUS,Australia,2012,0
YYY,Stateless,Outflows of foreign population by nationality,DNK,Denmark,2012,18
YYY,Stateless,Outflows of foreign population by nationality,JPN,Japan,2012,193
SDN,Sudan,Outflows of foreign population by nationality,AUS,Australia,2012,223
SDN,Sudan,Outflows of foreign population by nationality,AUT,Austria,2012,47
SDN,Sudan,Outflows of foreign population by nationality,DNK,Denmark,2012,9
SDN,Sudan,Outflows of foreign population by nationality,FIN,Finland,2012,2
SDN,Sudan,Outflows of foreign population by nationality,DEU,Germany,2012,150
SDN,Sudan,Outflows of foreign population by nationality,HUN,Hungary,2012,0
SDN,Sudan,Outflows of foreign population by nationality,ISL,Iceland,2012,0
SDN,Sudan,Outflows of foreign population by nationality,ITA,Italy,2012,14
SDN,Sudan,Outflows of foreign population by nationality,JPN,Japan,2012,198
SDN,Sudan,Outflows of foreign population by nationality,KOR,Korea,2012,80
SDN,Sudan,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
SDN,Sudan,Outflows of foreign population by nationality,NLD,Netherlands,2012,22
SDN,Sudan,Outflows of foreign population by nationality,NZL,New Zealand,2012,1
SDN,Sudan,Outflows of foreign population by nationality,NOR,Norway,2012,28
SDN,Sudan,Outflows of foreign population by nationality,ESP,Spain,2012,26
SDN,Sudan,Outflows of foreign population by nationality,SWE,Sweden,2012,40
SDN,Sudan,Outflows of foreign population by nationality,CHE,Switzerland,2012,4
SUR,Suriname,Outflows of foreign population by nationality,AUT,Austria,2012,0
SUR,Suriname,Outflows of foreign population by nationality,DNK,Denmark,2012,0
SUR,Suriname,Outflows of foreign population by nationality,FIN,Finland,2012,0
SUR,Suriname,Outflows of foreign population by nationality,DEU,Germany,2012,5
SUR,Suriname,Outflows of foreign population by nationality,HUN,Hungary,2012,0
SUR,Suriname,Outflows of foreign population by nationality,ISL,Iceland,2012,0
SUR,Suriname,Outflows of foreign population by nationality,ITA,Italy,2012,0
SUR,Suriname,Outflows of foreign population by nationality,JPN,Japan,2012,2
SUR,Suriname,Outflows of foreign population by nationality,KOR,Korea,2012,4
SUR,Suriname,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
SUR,Suriname,Outflows of foreign population by nationality,NLD,Netherlands,2012,274
SUR,Suriname,Outflows of foreign population by nationality,NOR,Norway,2012,0
SUR,Suriname,Outflows of foreign population by nationality,ESP,Spain,2012,3
SUR,Suriname,Outflows of foreign population by nationality,SWE,Sweden,2012,0
SUR,Suriname,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,AUT,Austria,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,DNK,Denmark,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,FIN,Finland,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,DEU,Germany,2012,7
SWZ,Swaziland,Outflows of foreign population by nationality,HUN,Hungary,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,JPN,Japan,2012,47
SWZ,Swaziland,Outflows of foreign population by nationality,KOR,Korea,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,NLD,Netherlands,2012,4
SWZ,Swaziland,Outflows of foreign population by nationality,NOR,Norway,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,ESP,Spain,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,SWE,Sweden,2012,0
SWZ,Swaziland,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
SWE,Sweden,Outflows of foreign population by nationality,DNK,Denmark,2012,1140
SWE,Sweden,Outflows of foreign population by nationality,FIN,Finland,2012,381
SWE,Sweden,Outflows of foreign population by nationality,CHE,Switzerland,2012,711
SWE,Sweden,Outflows of foreign population by nationality,LUX,Luxembourg,2012,121
SWE,Sweden,Outflows of foreign population by nationality,BEL,Belgium,2012,543
SWE,Sweden,Outflows of foreign population by nationality,ISL,Iceland,2012,72
SWE,Sweden,Outflows of foreign population by nationality,SWE,Sweden,2012,0
SWE,Sweden,Outflows of foreign population by nationality,KOR,Korea,2012,266
SWE,Sweden,Outflows of foreign population by nationality,NOR,Norway,2012,4681
SWE,Sweden,Outflows of foreign population by nationality,AUT,Austria,2012,331
SWE,Sweden,Outflows of foreign population by nationality,ESP,Spain,2012,750
SWE,Sweden,Outflows of foreign population by nationality,NZL,New Zealand,2012,111
SWE,Sweden,Outflows of foreign population by nationality,GBR,United Kingdom,2012,2000
SWE,Sweden,Outflows of foreign population by nationality,AUS,Australia,2012,122
SWE,Sweden,Outflows of foreign population by nationality,ITA,Italy,2012,114
SWE,Sweden,Outflows of foreign population by nationality,NLD,Netherlands,2012,756
SWE,Sweden,Outflows of foreign population by nationality,CZE,Czech Republic,2012,13
SWE,Sweden,Outflows of foreign population by nationality,SVN,Slovenia,2012,1
SWE,Sweden,Outflows of foreign population by nationality,HUN,Hungary,2012,82
SWE,Sweden,Outflows of foreign population by nationality,DEU,Germany,2012,1980
SWE,Sweden,Outflows of foreign population by nationality,JPN,Japan,2012,809
CHE,Switzerland,Outflows of foreign population by nationality,AUS,Australia,2012,171
CHE,Switzerland,Outflows of foreign population by nationality,AUT,Austria,2012,477
CHE,Switzerland,Outflows of foreign population by nationality,BEL,Belgium,2012,194
CHE,Switzerland,Outflows of foreign population by nationality,CZE,Czech Republic,2012,8
CHE,Switzerland,Outflows of foreign population by nationality,DNK,Denmark,2012,140
CHE,Switzerland,Outflows of foreign population by nationality,FIN,Finland,2012,13
CHE,Switzerland,Outflows of foreign population by nationality,DEU,Germany,2012,2678
CHE,Switzerland,Outflows of foreign population by nationality,HUN,Hungary,2012,40
CHE,Switzerland,Outflows of foreign population by nationality,ISL,Iceland,2012,13
CHE,Switzerland,Outflows of foreign population by nationality,ITA,Italy,2012,253
CHE,Switzerland,Outflows of foreign population by nationality,JPN,Japan,2012,361
CHE,Switzerland,Outflows of foreign population by nationality,KOR,Korea,2012,103
CHE,Switzerland,Outflows of foreign population by nationality,LUX,Luxembourg,2012,37
CHE,Switzerland,Outflows of foreign population by nationality,NLD,Netherlands,2012,363
CHE,Switzerland,Outflows of foreign population by nationality,NZL,New Zealand,2012,84
CHE,Switzerland,Outflows of foreign population by nationality,NOR,Norway,2012,55
CHE,Switzerland,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1
CHE,Switzerland,Outflows of foreign population by nationality,ESP,Spain,2012,614
CHE,Switzerland,Outflows of foreign population by nationality,SWE,Sweden,2012,115
CHE,Switzerland,Outflows of foreign population by nationality,SVN,Slovenia,2012,7
SYR,Syria,Outflows of foreign population by nationality,AUS,Australia,2012,53
SYR,Syria,Outflows of foreign population by nationality,AUT,Austria,2012,113
SYR,Syria,Outflows of foreign population by nationality,DNK,Denmark,2012,8
SYR,Syria,Outflows of foreign population by nationality,FIN,Finland,2012,2
SYR,Syria,Outflows of foreign population by nationality,DEU,Germany,2012,1244
SYR,Syria,Outflows of foreign population by nationality,HUN,Hungary,2012,8
SYR,Syria,Outflows of foreign population by nationality,ISL,Iceland,2012,0
SYR,Syria,Outflows of foreign population by nationality,ITA,Italy,2012,21
SYR,Syria,Outflows of foreign population by nationality,JPN,Japan,2012,57
SYR,Syria,Outflows of foreign population by nationality,KOR,Korea,2012,235
SYR,Syria,Outflows of foreign population by nationality,LUX,Luxembourg,2012,7
SYR,Syria,Outflows of foreign population by nationality,NLD,Netherlands,2012,21
SYR,Syria,Outflows of foreign population by nationality,NOR,Norway,2012,8
SYR,Syria,Outflows of foreign population by nationality,SVK,Slovak Republic,2012,1
SYR,Syria,Outflows of foreign population by nationality,ESP,Spain,2012,172
SYR,Syria,Outflows of foreign population by nationality,SWE,Sweden,2012,50
SYR,Syria,Outflows of foreign population by nationality,CHE,Switzerland,2012,21
TJK,Tajikistan,Outflows of foreign population by nationality,AUT,Austria,2012,16
TJK,Tajikistan,Outflows of foreign population by nationality,DNK,Denmark,2012,0
TJK,Tajikistan,Outflows of foreign population by nationality,FIN,Finland,2012,1
TJK,Tajikistan,Outflows of foreign population by nationality,DEU,Germany,2012,156
TJK,Tajikistan,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TJK,Tajikistan,Outflows of foreign population by nationality,ITA,Italy,2012,0
TJK,Tajikistan,Outflows of foreign population by nationality,JPN,Japan,2012,118
TJK,Tajikistan,Outflows of foreign population by nationality,KOR,Korea,2012,107
TJK,Tajikistan,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
TJK,Tajikistan,Outflows of foreign population by nationality,NLD,Netherlands,2012,2
TJK,Tajikistan,Outflows of foreign population by nationality,NOR,Norway,2012,3
TJK,Tajikistan,Outflows of foreign population by nationality,ESP,Spain,2012,7
TJK,Tajikistan,Outflows of foreign population by nationality,SWE,Sweden,2012,5
TJK,Tajikistan,Outflows of foreign population by nationality,CHE,Switzerland,2012,5
TZA,Tanzania,Outflows of foreign population by nationality,AUS,Australia,2012,19
TZA,Tanzania,Outflows of foreign population by nationality,AUT,Austria,2012,13
TZA,Tanzania,Outflows of foreign population by nationality,DNK,Denmark,2012,26
TZA,Tanzania,Outflows of foreign population by nationality,FIN,Finland,2012,5
TZA,Tanzania,Outflows of foreign population by nationality,DEU,Germany,2012,126
TZA,Tanzania,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TZA,Tanzania,Outflows of foreign population by nationality,ISL,Iceland,2012,0
TZA,Tanzania,Outflows of foreign population by nationality,ITA,Italy,2012,15
TZA,Tanzania,Outflows of foreign population by nationality,JPN,Japan,2012,254
TZA,Tanzania,Outflows of foreign population by nationality,KOR,Korea,2012,54
TZA,Tanzania,Outflows of foreign population by nationality,LUX,Luxembourg,2012,1
TZA,Tanzania,Outflows of foreign population by nationality,NLD,Netherlands,2012,62
TZA,Tanzania,Outflows of foreign population by nationality,NZL,New Zealand,2012,6
TZA,Tanzania,Outflows of foreign population by nationality,NOR,Norway,2012,64
TZA,Tanzania,Outflows of foreign population by nationality,ESP,Spain,2012,16
TZA,Tanzania,Outflows of foreign population by nationality,SWE,Sweden,2012,30
TZA,Tanzania,Outflows of foreign population by nationality,CHE,Switzerland,2012,16
THA,Thailand,Outflows of foreign population by nationality,NLD,Netherlands,2012,313
THA,Thailand,Outflows of foreign population by nationality,NZL,New Zealand,2012,312
THA,Thailand,Outflows of foreign population by nationality,NOR,Norway,2012,195
THA,Thailand,Outflows of foreign population by nationality,ESP,Spain,2012,96
THA,Thailand,Outflows of foreign population by nationality,SWE,Sweden,2012,364
THA,Thailand,Outflows of foreign population by nationality,CHE,Switzerland,2012,387
THA,Thailand,Outflows of foreign population by nationality,GBR,United Kingdom,2012,3000
THA,Thailand,Outflows of foreign population by nationality,SVN,Slovenia,2012,5
THA,Thailand,Outflows of foreign population by nationality,ITA,Italy,2012,58
THA,Thailand,Outflows of foreign population by nationality,AUS,Australia,2012,423
THA,Thailand,Outflows of foreign population by nationality,HUN,Hungary,2012,58
THA,Thailand,Outflows of foreign population by nationality,DEU,Germany,2012,2114
THA,Thailand,Outflows of foreign population by nationality,DNK,Denmark,2012,213
THA,Thailand,Outflows of foreign population by nationality,JPN,Japan,2012,16721
THA,Thailand,Outflows of foreign population by nationality,FIN,Finland,2012,43
THA,Thailand,Outflows of foreign population by nationality,LUX,Luxembourg,2012,7
THA,Thailand,Outflows of foreign population by nationality,KOR,Korea,2012,14565
THA,Thailand,Outflows of foreign population by nationality,BEL,Belgium,2012,215
THA,Thailand,Outflows of foreign population by nationality,ISL,Iceland,2012,12
THA,Thailand,Outflows of foreign population by nationality,AUT,Austria,2012,189
TLS,Timor-Leste,Outflows of foreign population by nationality,AUS,Australia,2012,30
TLS,Timor-Leste,Outflows of foreign population by nationality,AUT,Austria,2012,0
TLS,Timor-Leste,Outflows of foreign population by nationality,FIN,Finland,2012,0
TLS,Timor-Leste,Outflows of foreign population by nationality,DEU,Germany,2012,1
TLS,Timor-Leste,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TLS,Timor-Leste,Outflows of foreign population by nationality,ITA,Italy,2012,1
TLS,Timor-Leste,Outflows of foreign population by nationality,JPN,Japan,2012,147
TLS,Timor-Leste,Outflows of foreign population by nationality,KOR,Korea,2012,86
TLS,Timor-Leste,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
TLS,Timor-Leste,Outflows of foreign population by nationality,NZL,New Zealand,2012,29
TLS,Timor-Leste,Outflows of foreign population by nationality,NOR,Norway,2012,3
TLS,Timor-Leste,Outflows of foreign population by nationality,ESP,Spain,2012,0
TLS,Timor-Leste,Outflows of foreign population by nationality,SWE,Sweden,2012,0
TLS,Timor-Leste,Outflows of foreign population by nationality,CHE,Switzerland,2012,0
TGO,Togo,Outflows of foreign population by nationality,NOR,Norway,2012,1
TGO,Togo,Outflows of foreign population by nationality,ESP,Spain,2012,37
TGO,Togo,Outflows of foreign population by nationality,SWE,Sweden,2012,2
TGO,Togo,Outflows of foreign population by nationality,CHE,Switzerland,2012,19
TGO,Togo,Outflows of foreign population by nationality,LUX,Luxembourg,2012,10
TGO,Togo,Outflows of foreign population by nationality,KOR,Korea,2012,5
TGO,Togo,Outflows of foreign population by nationality,AUT,Austria,2012,4
TGO,Togo,Outflows of foreign population by nationality,ISL,Iceland,2012,0
TGO,Togo,Outflows of foreign population by nationality,FIN,Finland,2012,2
TGO,Togo,Outflows of foreign population by nationality,AUS,Australia,2012,0
TGO,Togo,Outflows of foreign population by nationality,ITA,Italy,2012,17
TGO,Togo,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TGO,Togo,Outflows of foreign population by nationality,NLD,Netherlands,2012,9
TGO,Togo,Outflows of foreign population by nationality,DEU,Germany,2012,244
TGO,Togo,Outflows of foreign population by nationality,DNK,Denmark,2012,1
TGO,Togo,Outflows of foreign population by nationality,JPN,Japan,2012,62
TKL,Tokelau,Outflows of foreign population by nationality,AUS,Australia,2012,0
TKL,Tokelau,Outflows of foreign population by nationality,FIN,Finland,2012,0
TKL,Tokelau,Outflows of foreign population by nationality,HUN,Hungary,2012,0
TKL,Tokelau,Outflows of foreign population by nationality,JPN,Japan,2012,0
TKL,Tokelau,Outflows of foreign population by nationality,LUX,Luxembourg,2012,0
TKL,Tokelau,Outflows of foreign population by nationality,NZL,New Zealand,2012,0.005
TKL,Tokelau,Outflows of foreign population by nationality,NOR,Norway,2012,0
TKL,Tokelau,Outflows of foreign population by nationality,ESP,Spain,2012,0
TKL,Tokelau,Outflows of foreign population by nationality,SWE,Sweden,2012,0
